family_Size,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,date of reservation,booking status
2,1,2,Meal Plan 1,0,Room_Type 1,92,Online,8/26/2018,Not_Canceled
2,0,2,Not Selected,0,Room_Type 1,0,Online,10/21/2018,Not_Canceled
2,2,1,Meal Plan 1,1,Room_Type 1,53,Online,6/19/2018,Not_Canceled
3,3,7,Meal Plan 1,0,Room_Type 4,205,Online,12/23/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,0,Online,1/19/2018,Not_Canceled
3,1,1,Meal Plan 1,0,Room_Type 6,48,Online,10/22/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,8,Online,10/20/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 2,73,Online,2/21/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,142,Online,5/22/2018,Not_Canceled
2,0,4,Not Selected,0,Room_Type 1,4,Online,12/20/2018,Not_Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,119,Online,6/29/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 4,27,Online,9/17/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,119,Online,8/16/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,1,Online,8/20/2017,Not_Canceled
1,0,3,Not Selected,0,Room_Type 1,1,Online,12/14/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,15,Online,9/26/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,60,Online,5/21/2018,Not_Canceled
1,2,7,Meal Plan 1,0,Room_Type 1,215,Online,7/29/2018,Not_Canceled
2,2,0,Not Selected,0,Room_Type 1,3,Online,6/26/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,13,Online,2/18/2018,Not_Canceled
2,1,1,Meal Plan 1,1,Room_Type 1,44,Online,9/21/2017,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 4,150,Online,8/27/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,8,Online,8/16/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,148,Online,5/29/2018,Not_Canceled
2,0,1,Meal Plan 1,1,Room_Type 1,148,Online,4/28/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,31,Online,11/19/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 4,203,Online,12/29/2018,Not_Canceled
2,2,2,Not Selected,0,Room_Type 1,161,Online,4/29/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 2,45,Online,10/24/2017,Not_Canceled
3,2,1,Meal Plan 1,0,Room_Type 1,26,Online,10/17/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,0,Online,10/28/2017,Not_Canceled
1,2,4,Meal Plan 1,0,Room_Type 4,91,Online,10/23/2018,Not_Canceled
1,2,1,Not Selected,0,Room_Type 1,34,Online,5/22/2018,Not_Canceled
2,1,1,Not Selected,0,Room_Type 1,25,Online,10/17/2018,Not_Canceled
2,1,3,Not Selected,0,Room_Type 1,33,Online,4/14/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,97,Online,3/24/2018,Not_Canceled
3,2,5,Not Selected,0,Room_Type 1,157,Online,5/29/2018,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,84,Online,3/29/2018,Not_Canceled
1,0,4,Not Selected,0,Room_Type 1,2,Online,10/19/2018,Not_Canceled
2,0,3,Meal Plan 1,1,Room_Type 1,37,Online,3/24/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,2,Online,1/24/2018,Not_Canceled
3,1,3,Meal Plan 1,0,Room_Type 1,0,Online,9/21/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,41,Online,10/16/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,10,Online,6/26/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,86,Online,4/27/2018,Not_Canceled
2,1,3,Not Selected,0,Room_Type 1,6,Online,12/15/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,26,Online,3/16/2018,Not_Canceled
2,0,5,Meal Plan 1,0,Room_Type 1,248,Online,12/27/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,22,Online,1/28/2018,Not_Canceled
2,2,0,Not Selected,0,Room_Type 1,84,Online,10/30/2018,Not_Canceled
2,1,4,Meal Plan 2,0,Room_Type 4,97,Online,12/26/2018,Not_Canceled
2,1,2,Not Selected,0,Room_Type 1,44,Online,8/22/2018,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,5,Online,6/26/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,6,Online,2/20/2018,Not_Canceled
2,2,8,Meal Plan 1,0,Room_Type 1,122,Online,7/14/2018,Not_Canceled
2,1,5,Meal Plan 1,0,Room_Type 1,122,Online,4/25/2018,Not_Canceled
2,0,5,Meal Plan 1,0,Room_Type 4,36,Online,6/28/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,0,Online,2/26/2018,Not_Canceled
2,2,5,Meal Plan 2,0,Room_Type 1,73,Online,12/20/2018,Not_Canceled
2,2,3,Not Selected,1,Room_Type 1,104,Online,4/28/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,10,Online,10/22/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,14,Online,5/23/2018,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 1,7,Online,8/31/2018,Not_Canceled
5,0,1,Meal Plan 1,0,Room_Type 6,0,Online,8/27/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 2,0,Online,3/24/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,124,Online,5/13/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,100,Online,10/15/2017,Not_Canceled
2,1,0,Not Selected,0,Room_Type 1,45,Online,9/18/2018,Not_Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,2,Online,4/17/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,87,Online,9/18/2017,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 4,89,Online,5/16/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,55,Online,11/24/2018,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 1,16,Online,3/19/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,1,Online,7/21/2018,Not_Canceled
3,0,4,Meal Plan 1,1,Room_Type 4,14,Online,2/17/2018,Not_Canceled
3,1,3,Meal Plan 1,0,Room_Type 1,3,Online,3/21/2018,Not_Canceled
4,0,1,Meal Plan 1,0,Room_Type 6,36,Online,12/30/2018,Not_Canceled
1,0,1,Not Selected,0,Room_Type 1,0,Online,12/22/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,8,Online,6/20/2018,Not_Canceled
1,2,2,Meal Plan 1,0,Room_Type 1,111,Online,6/17/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,6,Online,12/16/2017,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,107,Online,4/30/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 4,12,Online,2/27/2018,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,5,Online,9/21/2017,Not_Canceled
1,1,1,Meal Plan 1,0,Room_Type 1,32,Online,10/24/2017,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,95,Online,4/14/2018,Not_Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,42,Online,1/17/2018,Not_Canceled
4,0,3,Meal Plan 1,1,Room_Type 6,7,Online,8/18/2017,Not_Canceled
2,1,0,Not Selected,0,Room_Type 1,33,Online,9/25/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,133,Online,5/14/2018,Not_Canceled
2,2,1,Not Selected,0,Room_Type 1,67,Online,2/13/2018,Not_Canceled
3,2,1,Meal Plan 1,0,Room_Type 1,150,Online,7/31/2018,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,0,Online,2/14/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 4,22,Online,11/17/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,93,Online,6/20/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,45,Online,4/24/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,7,Online,9/22/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,89,Online,12/30/2017,Not_Canceled
2,0,3,Not Selected,0,Room_Type 1,25,Online,10/20/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,1,Online,12/31/2018,Not_Canceled
3,2,4,Meal Plan 1,0,Room_Type 4,91,Online,10/23/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,189,Online,10/22/2018,Not_Canceled
2,1,0,Not Selected,0,Room_Type 4,4,Online,10/24/2018,Not_Canceled
2,2,1,Not Selected,0,Room_Type 1,15,Online,12/27/2017,Not_Canceled
1,1,1,Meal Plan 1,0,Room_Type 1,7,Online,8/27/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,130,Online,3/25/2018,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 1,75,Online,9/16/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,10,Online,12/23/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,138,Online,7/29/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,0,Online,9/23/2017,Not_Canceled
2,0,2,Not Selected,0,Room_Type 1,14,Online,11/18/2018,Not_Canceled
2,2,7,Meal Plan 1,0,Room_Type 1,80,Online,7/31/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,0,Online,4/13/2018,Not_Canceled
2,2,3,Meal Plan 2,0,Room_Type 1,116,Online,12/24/2018,Not_Canceled
2,2,5,Not Selected,0,Room_Type 1,65,Online,11/13/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,21,Online,8/29/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,18,Online,5/29/2018,Not_Canceled
2,0,1,Meal Plan 1,1,Room_Type 4,4,Online,2/13/2018,Not_Canceled
2,2,1,Not Selected,0,Room_Type 1,20,Online,1/30/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,4,Online,8/21/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,60,Online,3/31/2018,Not_Canceled
3,1,3,Not Selected,0,Room_Type 1,83,Online,3/21/2018,Not_Canceled
2,0,2,Not Selected,0,Room_Type 1,18,Online,2/19/2018,Not_Canceled
2,2,4,Meal Plan 1,0,Room_Type 4,69,Online,3/31/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,14,Online,11/18/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,12,Online,9/14/2017,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 2,107,Online,9/24/2018,Not_Canceled
2,1,5,Meal Plan 1,0,Room_Type 1,10,Online,11/22/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 2,76,Online,6/17/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,39,Online,2018-2-29,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,19,Online,11/29/2018,Not_Canceled
1,2,0,Meal Plan 1,0,Room_Type 1,12,Online,5/29/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,9,Online,3/30/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 2,66,Online,10/20/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,122,Online,6/30/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,11,Online,12/27/2017,Not_Canceled
3,2,4,Meal Plan 1,0,Room_Type 1,132,Online,7/13/2018,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,16,Online,5/29/2018,Not_Canceled
3,2,1,Meal Plan 1,0,Room_Type 1,130,Online,7/16/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,49,Online,1/15/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,209,Online,8/21/2018,Not_Canceled
2,2,3,Meal Plan 2,0,Room_Type 1,93,Online,6/16/2018,Not_Canceled
3,2,5,Meal Plan 1,0,Room_Type 1,260,Online,10/22/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,87,Online,4/27/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,4,Online,8/15/2017,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,7,Online,9/19/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,20,Online,7/23/2018,Not_Canceled
2,1,4,Not Selected,0,Room_Type 1,44,Online,11/16/2018,Not_Canceled
2,2,1,Not Selected,0,Room_Type 1,12,Online,10/29/2018,Not_Canceled
2,1,2,Not Selected,0,Room_Type 1,45,Online,12/16/2018,Not_Canceled
2,0,3,Not Selected,0,Room_Type 1,4,Online,9/22/2017,Not_Canceled
2,1,3,Not Selected,0,Room_Type 1,158,Online,7/25/2018,Not_Canceled
3,2,0,Meal Plan 1,0,Room_Type 4,135,Online,9/25/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 4,10,Online,7/20/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,184,Online,10/17/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,12,Online,11/16/2018,Not_Canceled
1,0,2,Not Selected,0,Room_Type 1,8,Online,12/16/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,90,Online,4/25/2018,Not_Canceled
2,3,5,Meal Plan 1,0,Room_Type 4,5,Online,2/21/2018,Not_Canceled
2,2,7,Meal Plan 1,0,Room_Type 1,148,Online,4/29/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,0,Online,9/23/2017,Not_Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,31,Online,7/13/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,91,Online,4/25/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,2,Online,10/25/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 2,93,Online,10/29/2018,Not_Canceled
3,0,2,Not Selected,0,Room_Type 1,0,Online,8/19/2017,Not_Canceled
3,1,3,Meal Plan 1,0,Room_Type 6,58,Online,9/26/2018,Not_Canceled
4,2,5,Meal Plan 1,0,Room_Type 6,31,Online,10/18/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 2,14,Online,7/22/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,179,Online,7/17/2018,Not_Canceled
3,1,1,Meal Plan 1,0,Room_Type 1,138,Online,7/16/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,141,Online,9/23/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,0,Online,8/27/2018,Not_Canceled
2,2,3,Meal Plan 2,0,Room_Type 1,137,Online,12/24/2018,Not_Canceled
2,2,0,Not Selected,0,Room_Type 1,0,Online,10/16/2018,Not_Canceled
2,0,0,Not Selected,0,Room_Type 1,2,Online,5/29/2018,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 1,7,Online,8/20/2018,Not_Canceled
3,2,0,Meal Plan 1,1,Room_Type 1,14,Online,12/25/2018,Not_Canceled
2,1,3,Not Selected,0,Room_Type 1,97,Online,4/25/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,22,Online,9/15/2017,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,96,Online,10/19/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,50,Online,11/13/2018,Not_Canceled
1,0,0,Not Selected,0,Room_Type 1,1,Online,2/26/2018,Not_Canceled
2,1,3,Not Selected,0,Room_Type 1,10,Online,11/14/2018,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 1,12,Online,2/27/2018,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 2,8,Online,12/13/2017,Not_Canceled
4,1,2,Meal Plan 1,0,Room_Type 6,0,Online,8/31/2017,Not_Canceled
2,4,9,Not Selected,0,Room_Type 1,0,Online,8/19/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,65,Online,12/30/2017,Not_Canceled
2,1,2,Not Selected,0,Room_Type 1,79,Online,3/21/2018,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 4,23,Online,12/30/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,72,Online,11/19/2017,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 6,1,Online,7/20/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,87,Online,10/19/2018,Not_Canceled
2,0,2,Not Selected,0,Room_Type 1,2,Online,1/22/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,131,Online,6/17/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,79,Online,4/16/2018,Not_Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,34,Online,5/22/2018,Not_Canceled
2,0,3,Not Selected,0,Room_Type 1,44,Online,10/20/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,30,Online,5/15/2018,Not_Canceled
2,0,2,Not Selected,0,Room_Type 1,19,Online,2/23/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,0,Online,5/14/2018,Not_Canceled
1,1,3,Meal Plan 1,0,Room_Type 1,3,Online,3/14/2018,Not_Canceled
2,0,0,Meal Plan 1,0,Room_Type 1,143,Online,4/24/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,16,Online,8/29/2017,Not_Canceled
2,1,1,Not Selected,0,Room_Type 1,62,Online,2/15/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,8,Online,10/20/2017,Not_Canceled
3,2,8,Meal Plan 1,0,Room_Type 1,132,Online,6/28/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 4,28,Online,6/14/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,2,Online,11/22/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,109,Online,4/30/2018,Not_Canceled
2,2,2,Not Selected,0,Room_Type 1,4,Online,11/18/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,55,Online,10/13/2018,Not_Canceled
4,2,2,Meal Plan 1,0,Room_Type 6,0,Online,3/25/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,39,Online,11/20/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,52,Online,12/28/2017,Not_Canceled
3,0,3,Meal Plan 1,1,Room_Type 4,94,Online,7/28/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,136,Online,8/20/2018,Not_Canceled
3,0,1,Not Selected,0,Room_Type 1,19,Online,4/13/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,30,Online,11/30/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,118,Online,11/25/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,141,Online,11/27/2018,Not_Canceled
2,1,5,Meal Plan 1,0,Room_Type 4,89,Online,7/26/2018,Not_Canceled
2,1,0,Meal Plan 1,1,Room_Type 1,17,Online,12/28/2017,Not_Canceled
3,2,2,Meal Plan 1,0,Room_Type 4,119,Online,7/31/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,89,Online,11/17/2017,Not_Canceled
3,2,5,Meal Plan 1,0,Room_Type 1,162,Online,12/26/2018,Not_Canceled
2,0,3,Not Selected,0,Room_Type 1,146,Online,7/27/2018,Not_Canceled
2,0,2,Not Selected,0,Room_Type 1,24,Online,2/26/2018,Not_Canceled
3,1,0,Meal Plan 1,0,Room_Type 4,12,Online,6/20/2018,Not_Canceled
4,1,3,Meal Plan 1,0,Room_Type 6,63,Online,10/17/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,67,Online,11/13/2017,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 4,14,Online,9/15/2018,Not_Canceled
4,0,1,Meal Plan 1,0,Room_Type 6,45,Online,8/20/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,73,Online,1/21/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,116,Online,10/27/2017,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,200,Online,8/22/2017,Not_Canceled
3,0,1,Meal Plan 1,0,Room_Type 4,11,Online,5/28/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,86,Online,3/20/2018,Not_Canceled
2,1,2,Not Selected,0,Room_Type 1,27,Online,9/18/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,71,Online,8/26/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,67,Online,7/24/2018,Not_Canceled
3,0,5,Meal Plan 2,0,Room_Type 1,21,Online,11/22/2018,Not_Canceled
3,2,0,Meal Plan 1,0,Room_Type 1,90,Online,12/18/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 4,17,Online,9/16/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,25,Online,12/26/2017,Not_Canceled
2,2,5,Meal Plan 2,0,Room_Type 4,115,Online,9/18/2018,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,110,Online,11/28/2018,Not_Canceled
3,2,2,Meal Plan 1,0,Room_Type 4,2,Online,3/27/2018,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,1,Online,3/27/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,43,Online,10/23/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,9,Online,8/19/2017,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 6,0,Online,6/13/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,11,Online,8/29/2017,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,4,Online,4/21/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,1,Online,2/27/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,142,Online,8/24/2018,Not_Canceled
4,0,4,Meal Plan 1,0,Room_Type 6,82,Online,3/23/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,55,Online,3/13/2018,Not_Canceled
2,2,1,Not Selected,0,Room_Type 1,14,Online,2/13/2018,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,25,Online,11/16/2017,Not_Canceled
2,2,3,Meal Plan 2,0,Room_Type 1,137,Online,12/24/2018,Not_Canceled
2,1,2,Meal Plan 1,1,Room_Type 1,126,Online,7/27/2017,Not_Canceled
3,1,4,Meal Plan 1,0,Room_Type 1,43,Online,8/22/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 4,133,Online,5/27/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,57,Online,4/26/2018,Not_Canceled
3,2,5,Meal Plan 1,1,Room_Type 4,106,Online,12/21/2018,Not_Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,110,Online,4/27/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,10,Online,2/24/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 6,132,Online,11/25/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 2,113,Online,3/31/2018,Not_Canceled
2,0,3,Meal Plan 1,1,Room_Type 1,119,Online,8/13/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,8,Online,9/20/2017,Not_Canceled
2,2,2,Not Selected,0,Room_Type 1,20,Online,9/24/2018,Not_Canceled
4,2,0,Meal Plan 1,1,Room_Type 6,112,Online,8/14/2018,Not_Canceled
4,0,3,Meal Plan 1,0,Room_Type 6,5,Online,5/19/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,1,Online,9/15/2018,Not_Canceled
2,2,2,Not Selected,0,Room_Type 1,17,Online,12/30/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,0,Online,10/13/2018,Not_Canceled
2,0,3,Not Selected,1,Room_Type 1,146,Online,7/13/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,135,Online,11/16/2018,Not_Canceled
3,0,4,Not Selected,0,Room_Type 1,92,Online,3/30/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,2,Online,1/31/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 2,58,Online,10/15/2018,Not_Canceled
3,2,3,Meal Plan 1,0,Room_Type 4,114,Online,12/23/2018,Not_Canceled
3,2,1,Meal Plan 1,0,Room_Type 4,83,Online,8/21/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,59,Online,10/16/2018,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,103,Online,7/15/2018,Not_Canceled
2,0,2,Not Selected,0,Room_Type 1,1,Online,1/20/2018,Not_Canceled
3,2,2,Meal Plan 1,0,Room_Type 4,6,Online,5/29/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,31,Online,5/21/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,1,Online,6/26/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,2,Online,8/17/2018,Not_Canceled
4,2,1,Meal Plan 1,0,Room_Type 6,6,Online,12/18/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,4,Online,2/26/2018,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 4,59,Online,3/29/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 5,34,Online,9/15/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,89,Online,11/23/2017,Not_Canceled
2,1,2,Not Selected,0,Room_Type 1,7,Online,8/26/2018,Not_Canceled
3,0,2,Meal Plan 1,0,Room_Type 1,81,Online,8/16/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,31,Online,4/17/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,10,Online,8/13/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,123,Online,4/21/2018,Not_Canceled
2,2,1,Not Selected,0,Room_Type 1,12,Online,2/13/2018,Not_Canceled
2,0,3,Not Selected,0,Room_Type 1,40,Online,12/13/2018,Not_Canceled
2,0,1,Not Selected,0,Room_Type 1,4,Online,10/29/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,200,Online,8/22/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,31,Online,3/23/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,37,Online,10/22/2017,Not_Canceled
4,0,3,Meal Plan 1,0,Room_Type 4,210,Online,8/17/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,106,Online,4/27/2018,Not_Canceled
1,0,1,Not Selected,0,Room_Type 1,9,Online,3/17/2018,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,0,Online,10/30/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,1,Online,1/27/2018,Not_Canceled
